Formatter, loc, ns
scalafmt, 6, 642831
scalariform, 6, 1016545
scalafmt, 38, 4555804
scalariform, 91, 22915489
scalariform, 38, 4860395
scalariform, 131, 14331355
scalafmt, 9, 1906741
scalariform, 9, 658602
scalafmt, 9, 2419623
scalariform, 9, 665511
scalafmt, 8, 2550357
scalariform, 8, 686186
scalafmt, 7, 5050083
scalariform, 7, 980356
scalafmt, 9, 2182902
scalariform, 9, 765416
scalafmt, 9, 2124244
scalariform, 9, 1498936
scalafmt, 9, 2062074
scalariform, 9, 744680
scalafmt, 8, 550692
scalariform, 8, 2350129
scalafmt, 8, 504330
scalariform, 8, 10234717
scalafmt, 8, 526588
scalafmt, 152, 116564827
scalariform, 8, 1970371
scalafmt, 8, 572242
scalariform, 8, 3222464
scalafmt, 10, 7817265
scalariform, 10, 1855524
scalafmt, 7, 655161
scalariform, 7, 982421
scalafmt, 5, 479024
scalafmt, 145, 63674405
scalariform, 5, 923101
scalariform, 152, 23376582
scalafmt, 7, 4159658
scalariform, 7, 1182009
scalafmt, 9, 11753766
scalariform, 145, 18690558
scalariform, 9, 878545
scalafmt, 9, 2984261
scalariform, 9, 849574
scalafmt, 8, 809011
scalariform, 8, 1239318
scalafmt, 13, 8842406
scalariform, 13, 920787
scalafmt, 2, 202665
scalariform, 2, 369260
scalafmt, 2, 183078
scalariform, 2, 367965
scalafmt, 2, 241856
scalariform, 2, 721949
scalafmt, 11, 4415917
scalariform, 11, 1386763
scalafmt, 71, 53481483
scalafmt, 58, 40105815
scalafmt, 11, 4707200
scalariform, 11, 1304789
scalariform, 71, 8412101
scalariform, 58, 4773558
scalafmt, 11, 4696707
scalariform, 11, 1525635
scalafmt, 11, 4902994
scalafmt, 21, 11183427
scalariform, 11, 1483853
scalariform, 21, 2244798
scalafmt, 180, 150108504
scalafmt, 13, 6367523
scalariform, 13, 1782506
scalafmt, 13, 11009295
scalariform, 13, 1461446
scalafmt, 4, 526246
scalariform, 4, 499837
scalafmt, 3, 215239
scalariform, 3, 387410
scalafmt, 2, 261859
scalariform, 2, 494759
scalafmt, 8, 701470
scalariform, 8, 1552410
scalariform, 180, 34847558
scalafmt, 11, 13328268
scalariform, 11, 873427
scalafmt, 320, 288747095
scalafmt, 13, 1067384
scalafmt, 20, 15931811
scalariform, 13, 2111518
scalariform, 20, 2183795
scalafmt, 45, 1527816226
scalariform, 45, 5210831
scalafmt, 10, 17372199
scalafmt, 15, 5236571
scalariform, 10, 1593221
scalafmt, 6, 442481
scalafmt, 95, 88967127
scalariform, 6, 913159
scalafmt, 13, 504317
scalariform, 13, 1033347
scalariform, 15, 5383295
scalafmt, 9, 711092
scalafmt, 127, 81068330
scalafmt, 16, 6739037
scalariform, 16, 1986072
scalariform, 9, 9742505
scalafmt, 5, 513557
scalariform, 95, 14169133
scalariform, 5, 1083760
scalafmt, 39, 41243108
scalafmt, 6, 7326972
scalariform, 6, 1169612
scalariform, 127, 19437050
scalariform, 320, 52705063
scalafmt, 8, 3027857
scalariform, 8, 878243
scalafmt, 16, 12537338
scalariform, 16, 1711562
scalafmt, 7, 1025586
scalariform, 7, 897084
scalafmt, 6, 313353
scalafmt, 16, 6883335
scalafmt, 694, 447785397
scalariform, 6, 808928
scalariform, 16, 1967337
scalariform, 39, 19785063
scalafmt, 5, 314491
scalariform, 5, 859844
scalafmt, 6, 316377
scalariform, 6, 948080
scalafmt, 5, 286508
scalariform, 5, 691846
scalafmt, 3, 240278
scalafmt, 58, 36136537
scalafmt, 22, 10956357
scalariform, 22, 2959986
scalariform, 3, 9410719
scalafmt, 14, 1107736
scalariform, 58, 9117795
scalariform, 14, 953250
scalafmt, 9, 1029667
scalariform, 9, 1237413
scalafmt, 17, 966427
scalariform, 17, 1564748
scalafmt, 22, 12562031
scalariform, 22, 2987671
scalafmt, 10, 2499770
scalariform, 10, 723904
scalafmt, 13, 5431530
scalariform, 13, 1275619
scalafmt, 2, 187712
scalariform, 2, 3000224
scalafmt, 10, 1067642
scalafmt, 14, 6329799
scalariform, 10, 1732523
scalariform, 14, 1851051
scalafmt, 10, 803910
scalariform, 10, 1302725
scalafmt, 9, 621470
scalariform, 9, 1032624
scalafmt, 4, 271057
scalariform, 4, 641323
scalafmt, 4, 274451
scalariform, 4, 682578
scalafmt, 6, 440736
scalariform, 6, 1233233
scalafmt, 10, 611400
scalariform, 10, 2047065
scalafmt, 4, 1859287
scalariform, 4, 607675
scalafmt, 16, 15916635
scalariform, 16, 1922788
scalafmt, 19, 3698954
scalariform, 19, 1049583
scalafmt, 10, 2489478
scalariform, 10, 813461
scalafmt, 14, 4992490
scalariform, 14, 999099
scalafmt, 13, 11086300
scalariform, 13, 1134092
scalafmt, 122, 99830090
scalariform, 694, 90420960
scalafmt, 13, 26000554
scalafmt, 10, 5808811
scalariform, 13, 19153401
scalariform, 10, 21970513
scalariform, 122, 27081308
scalafmt, 12, 3766999
scalariform, 12, 1166327
scalafmt, 27, 13665822
scalafmt, 177, 28449751
scalafmt, 21, 7962357
scalariform, 27, 3501674
scalariform, 177, 3973453
scalariform, 21, 2390672
scalafmt, 4, 177445
scalafmt, 60, 2896799
scalariform, 60, 994494
scalafmt, 14, 6048560
scalariform, 14, 1518103
scalafmt, 15, 4621325
scalariform, 15, 2537535
scalafmt, 6, 1600837
scalariform, 6, 528446
scalafmt, 11, 561821
scalariform, 11, 1311007
scalafmt, 13, 663823
scalariform, 13, 1468755
scalafmt, 20, 9541255
scalafmt, 11, 3240447
scalariform, 11, 967791
scalariform, 20, 4378717
scalafmt, 11, 4219061
scalariform, 11, 1345442
scalafmt, 1336, 1669164187
scalafmt, 300, 173875407
scalafmt, 11, 4640970
scalariform, 11, 12198047
scalafmt, 52, 22366842
scalariform, 52, 4183640
scalafmt, 18, 6380472
scalariform, 18, 1671839
scalafmt, 8, 3328127
scalariform, 8, 956755
scalafmt, 15, 4131589
scalariform, 15, 1052689
scalafmt, 15, 15249607
scalariform, 15, 1714439
scalafmt, 209, 86382175
scalafmt, 211, 67378811
scalafmt, 15, 6485381
scalariform, 15, 1798651
scalafmt, 31, 13362761
scalariform, 300, 48221815
scalariform, 31, 2984414
scalafmt, 14, 6317170
scalafmt, 7, 2409685
scalariform, 7, 675832
scalafmt, 10, 3218062
scalariform, 10, 885282
scalariform, 209, 21618418
scalafmt, 11, 3333502
scalafmt, 14, 2692023
scalariform, 11, 1024550
scalariform, 14, 11318834
scalafmt, 8, 549561
scalariform, 211, 23221861
scalariform, 8, 840209
scalafmt, 2, 255114
scalariform, 2, 611014
scalafmt, 10, 3022253
scalafmt, 12, 6546506
scalariform, 14, 8589412
scalariform, 10, 862913
scalariform, 12, 1146730
scalafmt, 15, 13789840
scalariform, 15, 1623782
scalafmt, 16, 6267980
scalafmt, 13, 24212728
scalariform, 16, 2449525
scalafmt, 14, 5095053
scalariform, 13, 6011601
scalariform, 14, 1547643
scalafmt, 6, 2933654
scalariform, 6, 896912
scalafmt, 6, 1597063
scalariform, 6, 519589
scalafmt, 128, 65447496
scalafmt, 8, 2001805
scalariform, 8, 590806
scalafmt, 6, 1662120
scalariform, 6, 476767
scalafmt, 6, 1940320
scalariform, 6, 2472384
scalafmt, 9, 2757749
scalariform, 9, 868689
scalariform, 128, 14558197
scalafmt, 7, 3984019
scalariform, 7, 1167363
scalafmt, 43, 31211558
scalafmt, 10, 4939326
scalariform, 10, 1279766
scalafmt, 10, 4528833
scalariform, 10, 1271293
scalariform, 43, 11233909
scalafmt, 346, 318594868
scalafmt, 37, 42785376
scalafmt, 49, 42374952
scalafmt, 91, 67421410
scalafmt, 158, 126688951
scalariform, 37, 15621102
scalariform, 49, 16249638
scalariform, 91, 8229793
scalafmt, 224, 144334753
scalariform, 158, 24409687
scalafmt, 45, 20039896
scalariform, 1336, 226642229
scalafmt, 9, 23569932
scalariform, 45, 3238833
scalariform, 9, 1733920
scalariform, 346, 51029162
scalafmt, 14, 4095735
scalariform, 14, 1104313
scalafmt, 6, 552627
scalariform, 6, 865626
scalafmt, 11, 3132031
scalariform, 11, 913910
scalariform, 224, 32039295
scalafmt, 11, 4223590
scalafmt, 35, 24097410
scalariform, 11, 1289566
scalafmt, 4, 278824
scalariform, 4, 692782
scalafmt, 8, 2238956
scalariform, 8, 671459
scalafmt, 9, 1302399
scalariform, 9, 1577660
scalafmt, 11, 2932310
scalariform, 11, 795100
scalafmt, 67, 60891029
scalariform, 35, 19386728
scalafmt, 14, 5976445
scalariform, 14, 1523848
scalafmt, 2, 218081
scalariform, 2, 449219
scalafmt, 15, 7233240
scalariform, 67, 12362894
scalafmt, 94, 54202459
scalariform, 15, 5080356
scalafmt, 7, 2331274
scalafmt, 10, 7287252
scalariform, 7, 741684
scalafmt, 2, 263685
scalafmt, 90, 58834956
scalariform, 2, 5718636
scalariform, 10, 7390348
scalafmt, 8, 302443
scalariform, 8, 458262
scalariform, 94, 15779371
scalafmt, 15, 3911866
scalariform, 15, 1141209
scalafmt, 109, 74745283
scalafmt, 6, 4959954
scalariform, 6, 745221
scalariform, 90, 17245567
scalafmt, 11, 3750148
scalariform, 11, 1027025
scalafmt, 2, 524035
scalafmt, 33, 15798516
scalariform, 2, 952313
scalariform, 109, 10570512
scalafmt, 6, 1673474
scalariform, 6, 556271
scalafmt, 12, 629324
scalariform, 12, 1792882
scalariform, 33, 7245134
scalafmt, 3, 253250
scalariform, 3, 474470
scalafmt, 13, 4672991
scalariform, 13, 1158415
scalafmt, 56, 40259636
scalafmt, 12, 3476913
scalariform, 12, 908758
scalafmt, 473, 497455762
scalafmt, 8, 2071692
scalariform, 8, 623308
scalafmt, 3, 269247
scalariform, 3, 584933
scalafmt, 3, 260510
scalariform, 3, 1110710
scalafmt, 10, 580104
scalariform, 56, 14734290
scalariform, 10, 782768
scalafmt, 7, 1303712
scalariform, 7, 1057050
scalafmt, 4, 7519845
scalariform, 4, 733994
scalafmt, 7, 4205506
scalariform, 7, 1219268
scalafmt, 7, 2550543
scalariform, 7, 776033
scalafmt, 10, 3768892
scalariform, 10, 1211461
scalafmt, 7, 3918195
scalariform, 7, 1178763
scalafmt, 8, 5739826
scalafmt, 39, 40270174
scalariform, 8, 1164871
scalafmt, 2, 176823
scalariform, 2, 232091
scalafmt, 10, 4690713
scalariform, 10, 2368135
scalariform, 39, 10225314
scalafmt, 120, 103224346
scalafmt, 25, 27646929
scalariform, 25, 3455068
scalafmt, 2, 324804
scalariform, 2, 333213
scalafmt, 18, 6837677
scalariform, 473, 99099532
scalariform, 18, 1696125
scalafmt, 10, 3904915
scalariform, 10, 1037211
scalariform, 120, 21148131
scalafmt, 14, 4487039
scalariform, 14, 1292380
scalafmt, 10, 4830730
scalariform, 10, 958153
scalafmt, 219, 143144411
scalafmt, 16, 2979381
scalariform, 16, 892659
scalafmt, 16, 12616817
scalafmt, 16, 2877534
scalariform, 16, 811294
scalariform, 16, 2859513
scalafmt, 16, 3065423
scalafmt, 292, 224309723
scalariform, 16, 813340
scalafmt, 5, 1094711
scalariform, 5, 353138
scalafmt, 9, 1961059
scalariform, 9, 592957
scalafmt, 4, 325802
scalafmt, 51, 38057906
scalariform, 4, 650759
scalafmt, 10, 4545925
scalariform, 10, 1130036
scalafmt, 8, 994729
scalariform, 8, 1145283
scalariform, 51, 11693337
scalariform, 219, 31756993
scalafmt, 8, 7054608
scalariform, 8, 553758
scalafmt, 123, 97357637
scalafmt, 34, 14084953
scalariform, 34, 3459610
scalariform, 123, 13753294
scalariform, 292, 40129322
scalafmt, 96, 59679383
scalafmt, 17, 34290367
scalariform, 17, 3089386
scalafmt, 9, 2897518
scalariform, 9, 967014
scalafmt, 31, 38437539
scalafmt, 55, 37046396
scalariform, 31, 3416777
scalafmt, 118, 63261378
scalariform, 55, 7189562
scalariform, 96, 29648560
scalafmt, 18, 19681196
scalariform, 18, 3217900
scalafmt, 26, 14662359
scalariform, 26, 2524693
scalafmt, 15, 7471126
scalariform, 118, 13743548
scalafmt, 20, 12152665
scalariform, 15, 1988543
scalafmt, 30, 13861386
scalariform, 20, 2391474
scalafmt, 23, 9637466
scalafmt, 10, 6427335
scalariform, 10, 1614867
scalariform, 23, 2199235
scalafmt, 17, 991986
scalafmt, 14, 10479275
scalariform, 17, 2736287
scalafmt, 212, 274377967
scalariform, 14, 1319831
scalafmt, 4, 268058
scalariform, 4, 639998
scalafmt, 5, 284235
scalariform, 5, 623156
scalafmt, 5, 379655
scalafmt, 29, 18051322
scalariform, 5, 657092
scalariform, 30, 17853645
scalariform, 29, 3565026
scalafmt, 6, 506505
scalariform, 6, 783753
scalafmt, 6, 2406456
scalariform, 6, 725232
scalafmt, 3, 233802
scalariform, 3, 614294
scalafmt, 24, 18873206
scalariform, 24, 2253998
scalafmt, 30, 15159881
scalafmt, 29, 18045571
scalariform, 30, 2261164
scalariform, 29, 3100044
scalafmt, 21, 9199783
scalariform, 21, 2125575
scalafmt, 355, 347823091
scalariform, 212, 38927248
scalafmt, 95, 42025342
scalafmt, 36, 16862282
scalariform, 36, 4059213
scalafmt, 22, 36268591
scalariform, 95, 10983025
scalafmt, 44, 34227168
scalariform, 44, 3250263
scalafmt, 81, 35321110
scalafmt, 21, 10731725
scalafmt, 208, 149458356
scalariform, 21, 15010544
scalafmt, 35, 45346306
scalariform, 22, 52920627
scalafmt, 9, 430791
scalariform, 9, 743264
scalafmt, 3, 274910
scalariform, 3, 644892
scalariform, 35, 8241003
scalafmt, 4, 344985
scalariform, 4, 965294
scalariform, 81, 36148071
scalafmt, 9, 5930751
scalariform, 9, 1140783
scalafmt, 43, 13505801
scalariform, 355, 97505419
scalariform, 208, 51959302
scalariform, 43, 4204046
scalafmt, 6, 17033593
scalafmt, 25, 22820651
scalariform, 6, 2826981
scalafmt, 3, 286444
scalariform, 3, 829691
scalariform, 25, 2507667
scalafmt, 62, 66995163
scalafmt, 12, 9928334
scalariform, 12, 1145731
scalafmt, 16, 538690
scalariform, 62, 10976809
scalariform, 16, 1922375
scalafmt, 11, 806930
scalariform, 11, 1892719
scalafmt, 11, 331802
scalariform, 11, 874654
scalafmt, 5, 432520
scalariform, 5, 950908
scalafmt, 50, 23499833
scalafmt, 12, 541519
scalariform, 12, 1772769
scalafmt, 6, 306403
scalariform, 50, 3997342
scalariform, 6, 875765
scalafmt, 110, 77410110
scalafmt, 16, 7108302
scalariform, 16, 2327426
scalafmt, 179, 150814957
scalariform, 110, 11617524
scalafmt, 26, 9669686
scalafmt, 52, 21962973
scalariform, 26, 2896337
scalafmt, 3, 265970
scalariform, 3, 748071
scalafmt, 79, 38322635
scalafmt, 9, 2254075
scalariform, 9, 791505
scalafmt, 5, 424387
scalariform, 5, 842076
scalariform, 52, 5627261
scalafmt, 13, 1190789
scalariform, 13, 2230296
scalafmt, 11, 1016856
scalariform, 11, 1924004
scalafmt, 3, 221356
scalariform, 3, 532874
scalafmt, 11, 2692605
scalariform, 79, 17063293
scalariform, 11, 891597
scalafmt, 63, 26172256
scalafmt, 14, 7319638
scalariform, 14, 2176050
scalariform, 63, 13781977
scalariform, 179, 41955741
scalafmt, 21, 14664821
scalariform, 21, 13952648
scalafmt, 32, 41892585
scalafmt, 65, 29831984
scalafmt, 8, 3460381
scalariform, 8, 1322836
scalariform, 32, 5348231
scalafmt, 6, 782848
scalariform, 6, 1339232
scalafmt, 3, 258985
scalariform, 3, 749317
scalafmt, 3, 203488
scalariform, 3, 520723
scalafmt, 293, 255707475
scalariform, 65, 13960797
scalafmt, 84, 73354151
scalafmt, 19, 7740475
scalafmt, 69, 48278773
scalariform, 19, 2530108
scalafmt, 4, 759674
scalariform, 4, 1610365
scalafmt, 207, 162408154
scalafmt, 17, 5413540
scalariform, 17, 1446565
scalafmt, 5, 216868
scalariform, 5, 356665
scalafmt, 2, 225193
scalariform, 2, 571221
scalafmt, 14, 4953432
scalariform, 14, 1644565
scalafmt, 61, 35923127
scalariform, 84, 23758962
scalariform, 69, 23311472
scalafmt, 19, 6809072
scalariform, 19, 2411739
scalafmt, 39, 33588904
scalafmt, 235, 216645690
scalafmt, 16, 13492472
scalariform, 16, 1936252
scalariform, 61, 28155825
scalariform, 293, 57224018
scalafmt, 26, 5832540
scalariform, 26, 1943952
scalafmt, 101, 32183585
scalariform, 39, 26217947
scalafmt, 7, 632615
scalariform, 7, 1443432
scalafmt, 7, 851091
scalariform, 207, 50979137
scalariform, 7, 1400684
scalafmt, 22, 1894374
scalafmt, 38, 16586466
scalafmt, 35, 25549335
scalafmt, 52, 55810364
scalariform, 22, 22139927
scalariform, 235, 49294155
scalariform, 35, 11579799
scalariform, 38, 17156799
scalafmt, 17, 6336665
scalariform, 17, 2149534
scalafmt, 9, 848754
scalariform, 9, 1594463
scalariform, 52, 21288778
scalariform, 101, 49698972
scalafmt, 40, 25164780
scalariform, 40, 5892010
scalafmt, 24, 20578206
scalariform, 24, 1960172
scalafmt, 82, 34252546
scalafmt, 12, 15818362
scalafmt, 50, 55276662
scalariform, 12, 2050763
scalariform, 82, 6852471
scalafmt, 12, 6571426
scalariform, 50, 9545175
scalariform, 12, 2295634
scalafmt, 41, 41461794
scalafmt, 12, 6389799
scalariform, 12, 2054603
scalariform, 41, 6076189
scalafmt, 7, 3473817
scalariform, 7, 1353656
scalafmt, 23, 15762783
scalariform, 23, 3116260
scalafmt, 13, 5876228
scalariform, 13, 4139515
scalafmt, 8, 6292662
scalafmt, 148, 121941189
scalafmt, 68, 88418758
scalafmt, 25, 17865730
scalafmt, 118, 98301661
scalariform, 25, 3660850
scalariform, 8, 10400078
scalafmt, 14, 835135
scalariform, 14, 1870343
scalafmt, 18, 928657
scalariform, 18, 3484564
scalafmt, 5, 463124
scalariform, 5, 1809023
scalafmt, 4, 5140366
scalariform, 4, 677444
scalafmt, 10, 4579613
scalariform, 148, 33758049
scalariform, 10, 1934053
scalariform, 118, 31078392
scalafmt, 9, 768470
scalariform, 9, 1575576
scalafmt, 14, 2170487
scalariform, 14, 1311085
scalafmt, 19, 7242472
scalariform, 19, 1866106
scalariform, 68, 45696433
scalafmt, 10, 13473588
scalariform, 10, 1178929
scalafmt, 15, 8443948
scalafmt, 30, 11158279
scalariform, 15, 1533217
scalariform, 30, 3031623
scalafmt, 25, 15206481
scalariform, 25, 7880046
scalafmt, 21, 5090588
scalafmt, 317, 225904433
scalariform, 21, 1342053
scalafmt, 115, 94087502
scalafmt, 152, 122341855
scalafmt, 13, 14782005
scalariform, 13, 1502540
scalafmt, 27, 5333519
scalariform, 115, 16005694
scalariform, 27, 5648102
scalafmt, 21, 3712457
scalariform, 21, 1007255
scalafmt, 5, 3598858
scalafmt, 100, 79442441
scalariform, 317, 36702299
scalariform, 5, 937968
scalafmt, 18, 13078251
scalariform, 18, 1524761
scalafmt, 173, 181589226
scalariform, 100, 17037439
scalariform, 152, 45769367
scalafmt, 19, 5969553
scalafmt, 7, 13007344
scalariform, 7, 1212335
scalafmt, 24, 12896427
scalariform, 24, 2745201
scalafmt, 7, 4821077
scalariform, 19, 9737716
scalariform, 7, 2815207
scalafmt, 6, 3493844
scalariform, 6, 982482
scalafmt, 9, 6938860
scalariform, 9, 1571666
scalafmt, 13, 3359949
scalariform, 173, 40405563
scalariform, 13, 4824925
scalafmt, 13, 3275861
scalariform, 13, 857365
scalafmt, 16, 1304061
scalariform, 16, 3893979
scalafmt, 17, 655212
scalariform, 17, 1943896
scalafmt, 12, 3596095
scalariform, 12, 4591486
scalafmt, 129, 82353041
scalafmt, 80, 93036155
scalafmt, 16, 3791681
scalariform, 16, 1213755
scalariform, 129, 11067382
scalariform, 80, 18151784
scalafmt, 46, 24123514
scalafmt, 24, 17193767
scalariform, 24, 2881048
scalafmt, 167, 57097911
scalafmt, 18, 12865443
scalariform, 46, 6956905
scalariform, 18, 1700948
scalafmt, 305, 210958906
scalafmt, 19, 7122090
scalariform, 19, 1692163
scalariform, 167, 10967613
scalafmt, 14, 7391703
scalafmt, 113, 100462851
scalariform, 14, 1319751
scalafmt, 3, 348557
scalariform, 3, 1028982
scalafmt, 11, 17736824
scalariform, 11, 1666389
scalafmt, 4, 319797
scalariform, 113, 22420999
scalariform, 4, 654515
scalafmt, 14, 5210483
scalariform, 14, 2747473
scalafmt, 12, 6483893
scalafmt, 41, 57599729
scalariform, 305, 58208007
scalariform, 12, 5969511
scalariform, 41, 9569157
scalafmt, 12, 12838047
scalariform, 12, 716973
scalafmt, 3, 214361
scalariform, 3, 323777
scalafmt, 101, 83688501
scalafmt, 31, 14928717
scalafmt, 30, 23816252
scalariform, 31, 2104225
scalafmt, 49, 31643153
scalariform, 30, 5477330
scalariform, 49, 4319852
scalariform, 101, 17337450
scalafmt, 31, 9096192
scalariform, 31, 2018279
scalafmt, 31, 6469672
scalafmt, 8, 2635038
scalariform, 31, 1839546
scalariform, 8, 663465
scalafmt, 16, 3937999
scalariform, 16, 993946
scalafmt, 10, 6262819
scalariform, 10, 820488
scalafmt, 2, 180480
scalariform, 2, 213826
scalafmt, 12, 2417553
scalariform, 12, 702013
scalafmt, 8, 2791140
scalariform, 8, 758626
scalafmt, 11, 7964520
scalariform, 11, 961292
scalafmt, 8, 328099
scalariform, 8, 799330
scalafmt, 229, 218546385
scalafmt, 86, 84847871
scalariform, 229, 51115373
scalafmt, 26, 11692606
scalariform, 86, 20153064
scalariform, 26, 7277109
scalafmt, 155, 201105095
scalafmt, 125, 108078976
scalafmt, 23, 6749224
scalariform, 23, 1623893
scalariform, 155, 31299209
scalariform, 125, 28590525
scalafmt, 47, 14929210
scalariform, 47, 9621339
scalafmt, 59, 31901848
scalariform, 59, 3819221
scalafmt, 107, 90825808
scalafmt, 27, 6970551
scalariform, 27, 1867781
scalafmt, 121, 64826482
scalariform, 107, 14941276
scalafmt, 55, 189171218
scalafmt, 126, 131194644
scalariform, 121, 20226201
scalariform, 55, 9372822
scalafmt, 489, 517485702
scalafmt, 6, 19073811
scalariform, 6, 760067
scalariform, 126, 23729502
scalafmt, 3, 11610037
scalariform, 3, 432717
scalafmt, 18, 5847156
scalariform, 18, 1456972
scalafmt, 9, 3011139
scalariform, 9, 919418
scalafmt, 9, 3118676
scalariform, 9, 2499004
scalafmt, 6, 3812806
scalariform, 6, 744937
scalafmt, 5, 342560
scalariform, 5, 908645
scalafmt, 21, 4571838
scalariform, 21, 1216808
scalafmt, 7, 1801008
scalariform, 7, 588114
scalafmt, 12, 8021382
scalariform, 12, 2215829
scalafmt, 9, 2612871
scalariform, 9, 744679
scalafmt, 152, 79854365
scalariform, 489, 88607460
scalafmt, 27, 16886597
scalariform, 27, 3176684
scalariform, 152, 21267606
scalafmt, 27, 12850159
scalariform, 27, 2360906
scalafmt, 28, 13380494
scalafmt, 481, 350591126
scalariform, 28, 2075792
scalafmt, 47, 25853111
scalafmt, 35, 10833199
scalariform, 47, 6920559
scalariform, 35, 8002281
scalafmt, 12, 3562488
scalariform, 12, 3569089
scalafmt, 18, 4804176
scalafmt, 279, 171222505
scalariform, 18, 6791135
scalafmt, 18, 4440587
scalariform, 18, 1074363
scalafmt, 9, 2854431
scalariform, 9, 737226
scalafmt, 2, 183491
scalariform, 2, 245828
scalafmt, 9, 8235541
scalariform, 9, 827566
scalafmt, 93, 67815482
scalafmt, 9, 18175746
scalariform, 9, 613860
scalafmt, 5, 321243
scalariform, 5, 832391
